text,language,label
আনহাতে প্ৰতিবাদকাৰীসকলে এই পথ সম্প্ৰসাৰণ প্ৰকল্পৰ বাবে অবাধ হাৰত চলোৱা বন ধ্বংস যজ্ঞৰ বিৰুদ্ধেও তীব্ৰ প্ৰতিবাদ সাব্যস্ত কৰে।,asm_Beng,0
এগৰাকী ক্ষুব্ধ প্ৰতিবাদকাৰীয়ে অভিযোগ উত্থাপন কৰি কয় যে মাটিৰ গৰাকীক কোনোধৰণৰ ক্ষতিপূৰণ নিদিয়াকৈ ১০০ ফুট পৰ্যন্ত পথ সম্প্ৰসাৰণ কৰা হৈছে।,asm_Beng,0
এয়া অন্যায়ৰ বাহিৰে আন একো নহয়।,asm_Beng,0
উল্লেখযোগ্য যে এনএইচআইডিচিএলে ব্যক্তিগত ঠিকাদাৰৰ হতুৱাই ২৬ কিলোমিটাৰ দৈৰ্ঘ্যৰ ৰেন’ক-পাকয়ং পথ সম্প্ৰসাৰণৰ কাম কৰি আছে।,asm_Beng,0
অৱশ্যে মাটিৰ গৰাকীসকলে কৰা এই প্ৰতিবাদৰ পাছতো গা লৰা নাই চৰকাৰ কিম্বা প্ৰশাসনৰ।সেয়েহে ক্ষতিগ্ৰস্থ মাটিৰ গৰাকীসকলক চৰকাৰে পৰৱৰ্তী পৰ্যায়ত কি ব্যৱস্থা কৰি দিয়ে সেয়া লক্ষ্যণীয় হ’ব।,asm_Beng,0
ডিজিটেল সংবাদ মঙলদৈঃ কোভিড পৰিস্থিতিৰ মাজতে বৃহস্পতিবাৰে অসম সাহিত্য সভাৰ প্ৰধান সম্পাদক যাদৱ শৰ্মাৰ ৯০ উদ্ধৰ শয্যাগত মাতৃ মনোমতী দেৱীৰ খবৰ ল’বলৈ দেওৰমনৈ বড়িগাওঁত উপস্থিত হয় অসম সাহিত্য সভাৰ উপ-সভানেত্ৰী মৃণালিনী দেৱী।,asm_Beng,0
অসম সাহিত্য সভাৰ প্ৰধান সম্পাদক যাদৱ শৰ্মাৰ ৯০ বছৰৰ উৰ্ধৰ মাতৃ কিছু দিন ধৰি বাৰ্ধক্যজনিত কাৰণত শয্যাগত হৈ বিচনাত পৰি আছে।,asm_Beng,0
সেয়েহে মাতৃ গৰাকীৰ দেখা কৰিবৰ বাবে অসম সাহিত্য সভাৰ উপ-সভানেত্ৰী গৰাকী আহি প্ৰধান সম্পাদক গৰাকীৰ বাসগৃহত উপস্থিত হয়।,asm_Beng,0
অখিল গগৈয়ে মাজে সময়ে দুই এক ভুলো কৰিছে।,asm_Beng,0
মানুহে তেখেতকো সমালোচনা কৰিছে।,asm_Beng,0
মাজতে অখিল গগৈক সমালোচনা কৰাটো ট্ৰেণ্ডৰ দৰে হৈছিল।,asm_Beng,0
"তেনে এটা দিনতে 'প্ৰাগ য়ুথ কনক্লেভ'ত কিছু সতীৰ্থৰ লগত যাওঁতে ,অখিল গগৈক এবাৰ লগ পাইছিলো, মানে এবাৰেই লগ পাইছো।",asm_Beng,0
"প্ৰথম লগ পাইয়ে মই কৈছিলো, ""স্কুলত পঢ়ি থাকোতে আপোনাৰ নামটো প্ৰথম শুনিছিলো।",asm_Beng,0
তেতিয়া সকলোৱে আপোনাক ভাল পাইছিল।,asm_Beng,0
পিছলৈ আগৰ ধাৰাবাহিকতা অক্ষুন্ন ৰাখিব পৰা নাই যেন!,asm_Beng,0
বহুতৰ মুখত এতিয়া আপোনাৰ সমালোচনা।,asm_Beng,0
"আপুনি নিজকে দোষী বুলি নাভাবেনে?"" মই ভাবিছিলো, ইমান সৰু ছোৱালী এজনীৰ মুখত তেনে কথা শুনি মানুহজনৰ খং উঠিব নতুবা এইবোৰ চক্ৰান্ত বুলি কৈ আঁতৰি যাব।",asm_Beng,0
"হাঁহি এটাৰে মানুহজনে কৈছিল, ""আচলতে কথাবোৰ তেনেকুৱা নহয়।",asm_Beng,0
"আকৌ লগ পাম নিশ্চয় , কেতিয়াবা কম।"" পাছলৈ মই বুজিলোঁ ভাৱমূৰ্তিৰ ধাৰণাটো আপেক্ষিকহে।",asm_Beng,0
একেজন মানুহৰ ভাৱমূৰ্তি মানুহৰ জীৱনকালত আৰু মৃত্যুৰ পাছত সলনি হয়।,asm_Beng,0
চৰকাৰ ভেদে সলনি হয়।,asm_Beng,0
"মত নিমিলিলেই টেটুচেঁপা দিয়াৰ প্ৰচেষ্টাটো কিন্তু যে অতি পাশৱিক, তাতহে কোনো সন্দেহ নাই।",asm_Beng,0
চাইবাৰজনিত অপৰাধ কেনেদৰে ৰোধ কৰিব পাৰি বা কেনেদৰে সজাগ হ’ব পাৰি এই বিষয়ে শিবিৰত আলোচনা কৰা হয়।,asm_Beng,0
"এই সজাগতা শিবিৰত অৱসৰপ্ৰাপ্ত আৰক্ষী বিষয়া, বাণিজ্য বিভাগৰ অধ্যাপক, জিলা দুৰ্যোগ ব্যৱস্থাপনা প্ৰাধিকৰণ প্ৰকল্প বিষয়া, সভাপতিৰ লগতে সম্পাদক উপস্থিত থাকে।",asm_Beng,0
"সিংহাসন প্ৰতিষ্ঠাৰ কাৰ্যসূচী অনুসৰি ৰবিবাৰে প্ৰাতঃ প্ৰসংগ,ঊষা কীৰ্ত্তন, পতাকা উত্তোলন,বন্তি প্ৰজ্বলনৰ অন্তত ধৰ্মীয় ৰীতি-নীতিৰে নামঘৰৰ মণিকূটত সিংহাসন প্ৰতিষ্ঠা কৰা হ'ব ।",asm_Beng,0
"ইয়াৰ পাছতে মূৰ্তি উন্মোচন,শৰাই উৰ্চগা, নাম-খোল প্ৰসংগ আৰু দাতাসকলক সম্বৰ্ধনা জনোৱা হ'ব ।",asm_Beng,0
নিশা বিশিষ্ট সমাজকৰ্মী তথা পৰিচালক নাৰায়ণ হাজৰিকাৰ পৰিচালনাত অংকীয়া নাট,asm_Beng,0
"পঞ্জাব, হাৰিয়ানা, ৰাজস্থান আৰু গুজৰাটকে ধৰি বিভিন্ন স্থানত দুগ্ধপাম পৰিচালনাৰ ক্ষেত্রত স্থলপথেৰে দীঘলীয়া যাত্রা কৰিবলগীয়া হয় কৃষক ভইৰে৷ এই দীঘলীয়া যাত্রা হ্রাস কৰাৰ বাবে এজন বন্ধুৰ পৰামর্শ মতে ভইৰে ৩০ কোটি টকা ব্যয় সাপেক্ষে হেলিকপ্ঢাৰখন ক্রয় কৰে৷ স্থানীয় সাংবাদিকৰ আগত ভইৰে বন্ধুজনৰ পৰামর্শ মতে ব্যৱসায়ৰ খাটিৰত ভ্রমণ সহজ কৰাৰ বাবে হেলিকপ্টাৰখন ক্রয় কৰে বুলি প্রকাশ কৰিছে৷",asm_Beng,0
আনহাতে স্বাধীনতাৰ সময়ছোৱাত পূব পাকিস্তানৰ সৈতে অসমক চামিল কৰিবলৈ মুছলিম লীগে কৰা ষড়যন্ত্ৰ প্ৰতিহত কৰিবলৈও আহ্বান জনাইছিল দলবীৰ সিং লোহাৰে।,asm_Beng,0
ফাঁচীবজাৰত ফাকুৱা উৎসৱত অংশগ্ৰহণ মুখ্যমন্ত্ৰী সৰ্বানন্দ সোণোৱালৰ।,asm_Beng,0
সহস্ৰাধিক লোকৰ উপস্থিতিত উৎসৱ স্থলীৰ পৰা ৰাজ্যবাসীলৈ ফাকুৱাৰ শুভকামনা মুখ্যমন্ত্ৰীৰ।,asm_Beng,0
মুন অসম নামত থকা ফেচবুক একাউণ্টটোৰ জৰিয়তে মুখ্যমন্ত্ৰী সৰ্বানন্দ সোণোৱাল আৰু প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদীক অসম বিৰোধী আখ্যা দি পিছ পিছকৈ কাটিম বুলি লম্ফ-জম্ফ কৰা এই ছাত্ৰজনৰ প্ৰকৃত নাম মনোৰঞ্জন বৰুৱা।,asm_Beng,0
পৰিস্থিতিয়ে এনে পৰ্যায় পাইছে যে দেশৰ সৰ্বোচ্চ ন্যায়ালয়ৰ মুখ্য ন্যায়াধীশৰ নামতো ফেক টুইটাৰ একাউণ্ট খুলিবলৈ ভয় নকৰা হৈছে একাংশ কূট বুদ্ধিৰ লোকে।,asm_Beng,0
"তেনে লোকসকলে পাহৰি পেলাই যে ইণ্টাৰনেটৰ পৃথিৱীত ছ’চিয়েল মিডিয়াত একাউণ্ট খুলি কু-কৰ্মত লিপ্ত হোৱাতো যিমান সহজ, তেনে কাম কৰি ধৰা পৰাটোও অতি সহজ।",asm_Beng,0
কিয়নো ইণ্টাৰনেট শব্দৰ অৰ্থই হৈছে এখন বৃহৎ জাল।,asm_Beng,0
সেই জালত এবাৰ ভৰি থলে তাৰ পৰা সতকাই নিস্তাৰ পোৱাতো টান।,asm_Beng,0
"হাজৰিকাই কয় যে, প্ৰধানমন্ত্ৰীৰ জন্মদিন আৰু ভেকচিন দুটা বেলেগ বিষয় ।",asm_Beng,0
ভেকচিন প্ৰদান প্ৰক্ৰিয়া অসম চলিয়েই আছে ।,asm_Beng,0
অৱশ্যে প্ৰধানমন্ত্ৰীৰ জন্মদিন উপলক্ষে ভেকচিন প্ৰদানৰ ক্ষেত্ৰত বিজেপি নেতা কৰ্মীয়ে স্বাস্থ্য বিভাগ আৰু প্ৰশাসনক সহায় কৰিছে ।,asm_Beng,0
": প্ৰথম কথা, ভগবানে মোক মাতি আনিলে৷ দ্বিতীয়তে, তাহানিতেও বেবলিনা মোৰ বন্ধু ৰঞ্জনৰে গাৰ্লফ্ৰেণ্ড আছিলে আৰু আজিও তেওঁৰেই পত্নী।",asm_Beng,0
"চকুৰে দেখাও সকলো কথা সচাঁ নহয়, আভৰণ দেখি অন্তৰ বুজিব নোৱাৰি।",asm_Beng,0
আজি আবেলি তেজপুৰৰ আদালতত হাজিৰ কৰোৱাৰ অভিযুক্ত বিপিন বৈশ্যক ন্যায়িক জিম্মালৈ প্ৰেৰণ কৰা হৈছে বুলি অতিৰিক্ত আৰক্ষী অধীক্ষকগৰাকীয়ে জনাইছে।,asm_Beng,0
"কৃষকৰ পৰা অতি কম দামত মধ্যভোগীয়ে পাচলি ক্ৰয় কৰি অসমৰ বিভিন্ন ঠাইৰ লগতে মেঘালয়, অৰুণাচল, মিজুৰাম আদি ঠাইত কেইবাগুণ বেছি দামত বিক্ৰী কৰি লাভৱান হোৱাৰ বিপৰীতে বছৰটোত কোৱল এটা ফচলৰ জৰিয়তে উপাৰ্জন কৰি ঘৰ চলোৱা কৃষকসকল জৰুলা হৈ পৰিছে।",asm_Beng,0
"কৃষক সকল উচিত মূল্য পোৱাৰ বাবে বিগত চৰকাৰে বিভিন্ন ঠাইৰ লগতে খাৰুপেটীয়াতো ""আমাৰ দোকান"" নামৰ প্ৰতিষ্ঠান স্থাপন কৰিছিল সেইটো এতিয়া ফুটুকাৰ ফেনত পৰিণত হল।",asm_Beng,0
মিজোৰামত দেওবাৰে সন্ধিয়া ৫.২৬বজাত অনুভূত হয় ভূমিকম্পৰ জোকাৰণি।,asm_Beng,0
ইয়াৰ প্ৰাৱল্য আছিল ৪.৬।,asm_Beng,0
ধুমুহাত বিধ্বস্ত লাহৰীঘাটৰ হিন্দু-মুছলমানৰ ঐক্যৰ নিদৰ্শন শিৱ মন্দিৰ,asm_Beng,0
: বাৰু যোৱা৷ জনাম তোমাক৷,asm_Beng,0
নাহৰফুটুকীৰ আক্ৰমণৰ পৰা কেইবাজনো লোকক ৰক্ষা কৰা আনোৱাৰ আলীক যোৱা দেওবাৰে আৰক্ষীয়ে ৩০০০ টকাৰে পুৰস্কৃত কৰিছিল।,asm_Beng,0
‘‘ভগৱান শ্ৰী কৃষ্ণৰ বাঁহীৰ সুৰত বজোৱা বাঁহীৰ মাত শুনিলে গাই গৰুৱে বেছিকৈ গাখীৰ দিয়ে’’এই মন্তব্য অসমৰ বিজেপিৰ বিধায়ক দিলীপ কুমাৰ...,asm_Beng,0
"প্ৰাচীনতম গাণিতিক প্ৰতিলিপিৰ মাজৰ এটি হ'ল ইয়েল বেবিলনিয় সংকলন, য'ত ২ৰ বৰ্গমূলৰ সঠিক সাংখ্যিক আসন্ন মান দিয়া আছে, যি একক বৰ্গখেত্ৰৰ কৰ্ণৰ দৈঘ্য, ত্ৰিভুজৰ বাহুৰ দৈঘ্য পৰিমাপ কৰাৰ বাবে অত্যন্ত গুৰুত্বপূৰ্ণ বিষয়, ইয়াৰোপৰি জ্যোতিৰ্বিদ্যা, গৃহ নিৰ্মাণৰ কামত বা অন্যান্য নিৰ্মাণবিদ্যাত ইয়াৰ ব্যৱহাৰ হয়।",asm_Beng,0
ঘোঁৰাত দেৱীৰ আগমনক লৈ চিন্তীত পুৰোহীত বিন্দ,asm_Beng,0
"এতিয়া বাহনৰ নথি পত্ৰ অৰ্থাৎ ৰেজিষ্ট্ৰেশ্যন চাৰ্টিফিকেট(আৰ চি), ড্ৰাইভিং লাইচেন্স (ডি এল), প্ৰদূষণৰ প্ৰমান পত্ৰকে ধৰি সকলো নথি মোবাইল নম্বৰৰ সৈতে সংযোগ কৰাটো জৰুৰী হ’ব।",asm_Beng,0
"এইবেলি ২৮ সংখ্যক বর্ষত ভৰি দিয়া মাণ্ডলিক লাংফেৰ হাৱাৰ কাৰবি যুৱ মহোৎসৱ, ৱলংকম আজি’ত ছিঙ্গাপুৰ আন্তৰ্জাতিক ফিল্ম ফেষ্টিভেল, অষ্ট্ৰেলিয়া আন্তৰ্জাতিক ফিল্ম ফেষ্টিভেল , বুচান আন্তৰ্জাতিক ফিল্ম ফেষ্টিভেল (দক্ষিণ কোৰিয়া) আদিত আমন্রিত হৈ কাৰবি কথাছবি প্রদর্শন কৰি অসম তথা ভাৰতলৈ সুনাম কঢ়িয়াই অনা বিশিষ্ট পৰিচালক খঞ্জন কিশোৰ নাথেও অংশ গ্ৰহণ কৰি লাংফেৰ মাণ্ডলিক কাৰবি মহোৎসৱত এক অনন্য মাত্রা প্রদান কৰিলে।",asm_Beng,0
ঘটনাৰ প্ৰত্যক্ষদৰ্শীয়ে লগে লগে এই কথা সেনাক অৱগত কৰাত জাঠ ৰেজিমেণ্টৰ এটা দল ঘটনাস্থলীলৈ ততাতৈয়াকৈ ৰাওনা হয়।,asm_Beng,0
চুবেদাৰ ৰাম আৰু হাবিলদাৰ অশোক ভাস্কৰৰ নেতৃত্বত ঘটনাস্থীলত উপস্থিত হোৱা দলটোৱে কিঞ্চিতো সময় নষ্ট নকৰি নৈত জঁপিয়াই উটি যাবলৈ ধৰা মহিলাগৰাকীক তত্পৰাতাৰে উদ্ধাৰ কৰে।,asm_Beng,0
এনেধৰণে সেনাই কিছুদিন পূৰ্বে গোৱালপাৰাৰ ধূপধৰাত বহুসংখ্যক দুৰ্ঘটনাগ্ৰস্তক উদ্ধাৰ কৰি তেওঁলোকৰ প্ৰাণৰক্ষা কৰে।,asm_Beng,0
হোষ্টেলৰ প্ৰতিটো দিশ মন্ত্ৰীগৰাকীয়ে পৰ্যবেক্ষণ কৰিছে।,asm_Beng,0
পৰৱৰ্তী সময়ত সমীপতে থকা আন এটা পৰিয়ালৰ ঘৰত ডকাইতৰ দলটোৱে প্ৰৱেশ কৰি চোকা অস্ত্ৰৰে আক্ৰমণ কৰি আহত কৰে ঘৰখনৰে এজন বৃদ্ধক।,asm_Beng,0
লগতে ঘৰখনৰ এগৰাকী যুৱতীক চুলিত ধৰি টানি বহু দূৰ চোচৰাই নিয়াৰ লগতে যুৱতীগৰাকীক চলালে নিৰ্যাতন।,asm_Beng,0
ঘৰখনৰপৰা এহাল গৰু বিক্ৰী কৰি পোৱা ধনৰ লগতে আহত বৃদ্ধজনে পোৱা পেঞ্চনৰ টকাসহ প্ৰায় এক লক্ষাধিক টকাৰ লগতে বহুকেইপদ যাৱতীয় সা-সম্পত্তি লৈ উধাও হয় ডকাইতৰ দলটো।,asm_Beng,0
দেওবাৰে উন্মোচন হোৱা আন এখন গ্ৰন্থ হৈছে প্ৰীতিৰেখা বৰাৰ- তেজেৰে ধূসৰিত কাশ্মীৰ।,asm_Beng,0
ভূস্বৰ্গ কাশ্মীৰত কিছু পৃথক ভাৱে উপস্থাপনৰ লগতে কেইবাটাও দিশ সামৰি এই গ্ৰন্থখন লিখি উলিওৱা বুলি লেখিকাই জানিবলৈ দিয়ে।,asm_Beng,0
"প্ৰীতিৰেখা বৰাৰ প্ৰথম গ্ৰন্থখনি উন্মোচন কৰে শিক্ষাবিদ, লেখক ড০ জগদীশ পাটগিৰিয়ে।",asm_Beng,0
গাভীৰ্যপূৰ্ণ এই অনুষ্ঠানত উপস্থিত থাকে ৰেখা প্ৰকাশনৰ স্বতাধিকাৰী দেবেন তামুলী।,asm_Beng,0
বৰ্তমান সময়লৈকে গুৱাহাটীত প্ৰায় ৫ হাজাৰ নমুনা সংগ্ৰহ কৰা হৈছে ১২টা চেণ্টাৰত।ফলাফল ওলাইছে প্ৰায় ৩হাজাৰৰ।,asm_Beng,0
নমতা বিয়া খাবলৈ গৈ হোৱা লটিঘটি-অগ্নিভ দত্ত,asm_Beng,0
বিশ্বনাথ চাৰিআলিৰ আছু কাৰ্যালয়ৰ পৰা শ্বহীদৰ পৰিয়ালৰ সদস্যই হাতে হাতে বঁটা সমূহ লৈ বিশ্বনাথৰ নগৰৰ মাজেৰে সমদল কৰি আহি উপস্হিত হয়হি উপায়ুক্তৰ কাৰ্যালত ।,asm_Beng,0
ইয়াৰ পিছতে উপায়ুক্তৰ সভাকক্ষত শ্বহীদৰ পৰিয়াল সকলে সৰ্বানন্দ চৰকাৰে প্ৰদান কৰা সন্মান সমূহ পুনৰ চৰকাৰক উভতাই দি তেওলোকে নাগৰিকত্ব সংশোধনী বিধেয়কৰ প্ৰতিবাদ জনায়।,asm_Beng,0
এগৰাকী শ্বহীদৰ পৰিয়ালৰ সদস্যৰ মন্তব্য – শ্বহীদৰ কেঁচা তেজ সৰ্বানন্দ সোনোৱালে বুজি নাপালে।,asm_Beng,0
"ডিজিটেল সংবাদ, বকোঃ শুকুৰবাৰে নিশা বৰষুণৰ লগতে হোৱা প্ৰচণ্ড ধুমুহা-বতাহে কামৰূপ জিলাৰ বকোত বিস্তৰ ক্ষতি সাধন কৰি থৈ যায় ।",asm_Beng,0
"ঘটনাৰ বিৱৰণী অনুসৰি বকো থানাৰ অন্তৰ্গত বন্দাপাৰাত নিশা প্ৰায় ১২বজাত বৰষুণৰ লগতে হোৱা প্ৰচণ্ড ধুমুহা-বতাহে দোকান-পোহাৰ, ব্যৱসায়িক প্ৰতিষ্ঠান, চৰকাৰী কাৰ্যালয়, শিক্ষানুষ্ঠান , পৰিয়ালৰ ঘৰ-দুৱাৰ ভাঙি বিস্তৰ ক্ষতি কৰে ।",asm_Beng,0
"ব্যৱসায়ী সকলে অভিযোগ কৰা মতে এই ল’কডাউন, আনল’কৰ দৰে জটিল সন্ধিক্ষণ ব্যৱসায়-বাণিজ্য খুবেই বেয়া হৈছে।",asm_Beng,0
তেনেস্হলত ব্যৱসায়ীসকলোৰ পৰা শাক-পাচলি কিনাৰ সময়তো বজাৰ সমিতিক মাচুল দিব লগা হয় আৰু বিক্ৰী কৰাৰ সময়তো ধন দিব লগীয়া হোৱাত ব্যৱসায়ী সকলে একপ্ৰকাৰ লোকচানৰ সন্মুখীন হৈছে।,asm_Beng,0
"ই কেনভানাছ, পোৱেৰ্ট ৰিকৰ চৰকাৰী ফুল।",asm_Beng,0
(২) শিশুৰ অনুশাসন সম্বন্ধীয় সচেতনতা আৰু স্বাস্থ্যৰক্ষা সম্বন্ধীয় প্ৰাথমিক জ্ঞান দিবৰ বাবে নাৰ্চাৰি পৰ্যায়ৰ শিক্ষা বিশেষ সহায়কাৰী।,asm_Beng,0
এনেবিধ শিক্ষাই শিশুক নিজ পৰিৱেশৰ লগত ভালদৰে খাপ খুৱাই লোৱাত আৰু উপযুক্তভাৱে প্ৰতিক্ৰিয়া কৰাৰ বাবে সাহসী কৰি তোলে।,asm_Beng,0
আয়ে ভোজন বুলি লয়।’,asm_Beng,0
২-৩ দিনৰ বাবে বিহুৰ সময়ত খুলিব পাৰে সুৰাৰ বিপণী।,asm_Beng,0
দ্বিতীয় বিশ্বযুদ্ধ আৰম্ভ হোৱাৰ এবছৰমান আগতে ৰাছেলে তেওঁৰ তিনিটি পুত্ৰ আৰু পত্নীসহ আমেৰিকালৈ যায় আৰু প্ৰায় ছবছৰ কাল তাত বসবাস কৰে।,asm_Beng,0
